x0,x1,x2,x3,x4,x5,y
0.8044615627557403,0.9217464147093586,0.2415521299244109,0.41123869774864225,0.4334647865540718,0.01952249715845683,0.1577193179525831
0.07381021226096483,0.4605338193262718,0.6973462109193517,0.47040946960285723,0.9601903414781748,0.3548203075958635,0.18633009982378912
0.5730151208914789,0.9459114381611098,0.06193041490868904,0.2777734312752918,0.6116548775758177,0.5295320552490519,0.05973844036562877
0.796302825931189,0.14680714526799507,0.662707587513178,0.3348969974181691,0.02725183320850869,0.3116357687771011,0.09860876672427497
0.2636181261055339,0.04393630456832028,0.8170990469728131,0.23985540169494926,0.3470809123568359,0.8155441655203994,1.7914431443280272
0.760876499193161,0.7931799109695206,0.6898020478489869,0.9446497345619366,0.45738580386457384,0.7020771725335154,0.022833732956140773
0.7811800590212051,0.8250452623702224,0.5961154360597707,0.6897791697907385,0.09317153171129978,0.682531846061266,0.042189173918646114
0.38961897664549516,0.6387500494223461,0.7605450031499129,0.48411576002194057,0.928900194571177,0.7303005457876117,0.054159441382442726
0.00908580690707607,0.8185113162682222,0.14616308969927533,0.8079368215055998,0.5659383054802846,0.4611895331074021,0.01833653431986785
0.8669970713381074,0.7104347506201278,0.20042350551580168,0.9008481927231183,0.6512602634174662,0.009168484076291956,0.02156901867649827
0.4626586996145952,0.19181498409596523,0.4388414571136682,0.3855546171013776,0.47143718661455536,0.47321532991482335,1.1832565038636558
0.10969176377347725,0.34236744871104396,0.8670957828510062,0.17802059786985724,0.296930954269297,0.9560812921191459,1.5429708877629285
0.29778750903965795,0.6924938757583222,0.631731278464225,0.4292470166721989,0.3317294393644208,0.6046501413198927,0.8620883401317021
0.70716890189159,0.4357123265174277,0.07091721005824199,0.15822583090617431,0.8450729270158204,0.08400451245245279,0.021990805547282652
0.4544936150214379,0.8641626242570319,0.2318353322888032,0.12036970727201174,0.3999177447592871,0.9853188609134607,0.12086399216342412
0.1727224156184516,0.050492541199275945,0.5198002717955419,0.6437270234130673,0.07004007604733341,0.9418723894461535,0.25460851337965107
0.390963909621535,0.6537361413845958,0.5045856064245849,0.8504869847231384,0.7101657980189755,0.4898860389851957,0.0747133953234361
0.9190260239654384,0.11523752948717637,0.997840809483414,0.07109282291114559,0.2899308458193051,0.3881830786870386,0.12293735090280652
0.4045577628983361,0.03101671902903716,0.0063640834210777686,0.21675305628667482,0.4658463883413417,0.8674161463273151,0.9454185303615759
0.8920236336479523,0.1683345855378856,0.9757241314995864,0.5871325819631169,0.13126909975518514,0.5346875929701396,0.11246467256233367
0.053059566241506526,0.010519618664651042,0.6714513025466505,0.6177372068275162,0.8589730219975409,0.7915287712212634,0.14322746345576676
0.685792195689419,0.2492484186901806,0.419460244535581,0.36865456548055664,0.8888038030012769,0.21920665858273566,0.020908795359405697
0.011767727829392317,0.8309911314157988,0.04301342632514718,0.6773943146847652,0.6953620041311138,0.8234138706738173,0.0060730545034272465
0.9585661428409238,0.6184357495159775,0.8457801721580754,0.018008715921066322,0.6362179202986076,0.8005010668969694,0.05590218810449972
0.8475851952983521,0.029026531439276172,0.9469977594458907,0.02048963709823279,0.6627318719150088,0.1934240367681063,0.004866051265178756
0.6371946295595093,0.31979570680586594,0.8064923315524531,0.34234535150441303,0.5705051969637202,0.7579445703049589,0.4122641757595047
0.03432093039775104,0.528020258802736,0.5594059440969552,0.9262189777337525,0.36594567608890866,0.03622708744988208,0.035540129949582853
0.8362730884070245,0.2377947754077133,0.9514843898992007,0.10858125304624824,0.5529475519320277,0.12750838584744859,0.01400815172965543
0.9358409796891274,0.3364248327599555,0.8850835273844694,0.9800450012493965,0.00663621046660352,0.6179363538386238,0.12397704430372346
0.20649846601554822,0.4777899635457813,0.26404034390740766,0.2251462934211635,0.25836245176842604,0.27211954611080547,0.6361643109192402
0.8708444432113989,0.08134552208413147,0.31474168729482616,0.18677287399364398,0.7401816054391437,0.1592378331609318,0.004454303909011347
0.4341580740217061,0.8053606803594764,0.3311921752619775,0.5502960728912861,0.06595713774685727,0.9243798960292038,0.07069843783134248
0.7304161417386189,0.5651422287019042,0.5413409460987277,0.8840135555755338,0.14231280539686852,0.6263901364926416,0.045635488596926
0.32493990819244517,0.6085757214412255,0.8727807554578125,0.568956348813837,0.878738884979038,0.3400230877258674,0.42898208536684906
0.7532986121233278,0.18462799365593516,0.3030470460376083,0.4967161280885586,0.9825366450656182,0.2699336849841118,0.004728008811228016
0.23144524188866047,0.7438508949610035,0.9142790321368135,0.20237658363360597,0.5961077013323541,0.17280896385964156,0.3361573492235109
0.9610340296772255,0.2763956327123711,0.4061098754703663,0.6285278112963191,0.045535408400896114,0.5006206310654016,0.04813239358794829
0.6958764457217772,0.5726646331750085,0.6563462911741826,0.40348031423409514,0.9939616650005925,0.5945826204153651,0.015403850209793455
0.15170592968536886,0.5913976841095395,0.7941181089658558,0.2485334467114406,0.48677620763599794,0.3612903005718204,0.4254092874513415
0.48925120118376797,0.6247787727402374,0.08408783109428697,0.9129894365111891,0.9772576963471543,0.8315232671015759,0.00019505759714153685
0.5558106113970039,0.10416889368594885,0.4421762852669696,0.30590320250883146,0.7556693779531939,0.586322828130302,0.16014849089490044
0.6034686980453483,0.36232569940528875,0.1358830624840901,0.6539694006774783,0.4975842223718475,0.37392927391570235,0.14603308648520308
0.09590915491481417,0.9836751181011513,0.02317040911317238,0.06274825050755067,0.5298341707599294,0.29921852450154995,0.03350744385914816
0.620228038710297,0.4436639244982625,0.37036059834277363,0.3288655756217187,0.8141927238790081,0.7631915649460808,0.03816649220735804
0.31958559213241444,0.8532749556441255,0.4541840004415686,0.11187593681939491,0.7651458305188553,0.5472618012838391,0.153742646753876
0.724823034369429,0.1537946407972693,0.35474132675090175,0.8708481159123577,0.10012469877941214,0.5646109943015492,0.02360743913148941
0.16782735227250287,0.7768574334545595,0.8922559286820422,0.6334192693854566,0.23796028556310378,0.2065995130112928,0.7556585334188402
0.4408272999992244,0.32296876474571284,0.7357245793312212,0.29717639147641567,0.9152023006704599,0.57599695356716,0.15936284926442437
0.8248665833083817,0.3894885792671534,0.28565771900431924,0.46807431605976285,0.18407961430360564,0.28472783972759,0.15983155009693348
0.6749070699435452,0.22916348019538177,0.6070200218111037,0.8699874337006677,0.12094071963089395,0.9695006109462443,0.36096307564141245
0.34937826454974985,0.7848091042830008,0.7564794848220121,0.35296362057011166,0.678896564216754,0.39342713642754956,0.3584231592920575
0.30571728052376074,0.21328361205004687,0.9665243305652103,0.5740794195113129,0.7339500724004056,0.6617723550124928,0.047836754366386486
0.5847348940105696,0.20535434789830004,0.09316214151824043,0.7213682127802963,0.4268258159820922,0.026780940608798282,0.04463198417137215
0.7426697566309189,0.6884856048877362,0.7278743222198595,0.9357487192962304,0.08149374156368151,0.4084600756130791,0.01842862614042275
0.8833156899734256,0.426525873405601,0.9854914438359967,0.2699758003726292,0.5196154962954104,0.6404025373993992,0.17893048453846458
0.9852067240247153,0.29804391827947074,0.704314181951799,0.7570088101012066,0.7717844176182184,0.3244963268842268,0.0006640163370071788
0.5443891146030505,0.0653272227606574,0.15626012480941057,0.04595212840413372,0.3119954199289949,0.8589248768968732,0.8515554107434593
0.4902161207988033,0.8463291762926761,0.46360657334450256,0.953923690929218,0.01858982860557714,0.07749618618922868,0.6417272310659228
0.06826291924194358,0.12288155614182461,0.7751273924460677,0.13915298760285555,0.2191258274414193,0.24991807716497627,0.44808776441527265
0.9089616077183977,0.677348931623103,0.2773670568848222,0.2849691659613035,0.24212147407523302,0.9053141381159725,0.168665591652889
0.1114024908899861,0.7320240459312571,0.628864028867237,0.1613436691331306,0.6046980088817483,0.8765999571880115,0.27459910593933307
0.8555403614353905,0.49694798128818496,0.909210571972952,0.43365378463199133,0.27733494904562833,0.2530248028113793,0.08781943809366696
0.41108575741135445,0.668607190683259,0.565036329251831,0.7106716666884776,0.11878365733810801,0.16947535599665992,1.4545256898420307
0.2267224009303981,0.30132102837301544,0.17520275114740572,0.09201979037688782,0.15379052695037304,0.7736633548855654,1.1226415606613571
0.19281233783839008,0.07614379740541921,0.4779987041076384,0.9601766878099991,0.7251701948684942,0.7173851071268662,0.033449327171665856
0.35659422634691906,0.09095095748229934,0.213144506917442,0.8145327991650017,0.35741716410519736,0.5540314020411908,0.15492698933403382
0.6472699461428688,0.2572571562827143,0.16837382362345069,0.996345402649518,0.507311359766528,0.9756181893006299,0.002669299521001056
0.4776864749191766,0.4808449321882352,0.5849414164651742,0.7834329246237891,0.6878296013002609,0.18719782535021545,0.374769052696509
0.12107740945955896,0.9193593982270063,0.8311585672433528,0.3942038177150528,0.5456993381864153,0.3350893415175136,0.21599866211266894
0.5391601184513761,0.41137407930037806,0.5307205914707295,0.7395920927284457,0.9310461509680478,0.43907086326909506,0.05006948094110158
0.14230213990894883,0.8895888024590908,0.32841993211039466,0.007519631215749155,0.3890397329087804,0.6341930098792781,0.22973858114643841
0.1303741255617618,0.408008841760851,0.10055567916906878,0.8254085663694496,0.6486557253932103,0.9164707179814333,0.010208774146281062
0.6655485246939149,0.2859368200446636,0.032806114361336555,0.5228454087511183,0.7879809743581834,0.6734236243330006,0.015047904224222324
0.3637092228386244,0.3578262410462955,0.38334130040501546,0.31896996798773,0.030998624771607294,0.6940815666823101,0.7503433783915502
0.6582978974313242,0.5379511483898309,0.641729944451916,0.5423509711688066,0.6220439736708143,0.4944005010823355,0.1016067481784991
0.778082514720643,0.9394602706281734,0.2231389336980199,0.6032534273051667,0.19743600365107652,0.8812580701831229,0.02787480117966737
0.08317138892822716,0.7525338335383919,0.8574269256672509,0.059090648144229485,0.8202314009458195,0.05091723679059007,0.039765013607045485
